Air_Density,Temperature,Humidity,Blade_Length,Power_Output
1.203,-0.5,95.4,65,4420.83
1.167,-4.1,74.3,63,4921.19
1.281,3.6,93.5,50,3650.61
1.181,27.7,47.3,38,2015.05
1.19,1.2,52.3,72,5567.17
1.18,17.1,55.3,40,2168.43
1.217,0.9,93.3,80,8624.68
1.041,9.4,95.3,50,2706.69
1.268,16.1,67.6,49,3393.36
1.013,27.9,92.4,66,4917.73
1.192,4.1,88.5,41,2247.75
1.185,12.3,53.9,61,4479.25
1.062,22.1,76.2,80,7352.08
1.012,3.8,34.7,69,5136.06
1.042,1,31.9,33,1069.62
1.082,18.4,74.3,58,4219.46
1.265,37.6,54.9,36,2310.45
1.257,35.5,75.7,60,5407.07
1.019,20,83.5,66,6159.21
1.087,11.1,53.5,62,3873.87
1.267,18.3,96.1,60,6360.81
1.071,30.1,93.2,33,1263.73
1.299,-5.4,27.8,46,3068.91
1.077,29.1,30.8,74,8109.31
1.222,22.9,30.6,51,4318.86
1.125,3.5,62.3,46,2239.22
1.041,33.8,57.6,71,7410.95
1.077,-6,90.7,79,5185.05
1.203,35.9,49.5,40,2681.69
1.101,9.4,56.5,49,2930.04
1.181,30.5,90.4,47,2800.19
1.062,-2.3,64.2,48,2708.2
1.135,18.4,68.1,36,1795.44
1.154,-8.3,29.4,37,1306.41
1.124,3.9,22.5,36,1248.54
1.059,31.5,83.1,54,3506.27
1.138,12.7,43.2,46,2492.55
1.208,23,60.1,79,10740.65
1.289,30.4,87.8,30,1390.85
1.237,16.5,52.4,76,7349.42
1.048,19.3,94.5,79,8940.02
1.082,28.3,74.1,68,5301.91
1.024,-4,24.8,30,902.47
1.041,-6.4,29.8,51,2344.82
1.075,21.1,85.1,65,4547.61
1.06,38.8,99.3,44,3384.95
1.064,22.2,33.4,47,2598.11
1.069,25.3,64.5,75,7455.01
1.09,22.9,54.2,68,5870.71
1.038,20.3,48.7,39,1761.55
1.083,-0.1,78.8,76,5525.38
1.207,32,21.4,64,7573.94
1.071,18.8,74.6,38,2189.16
1.052,38.9,29.9,31,1469.44
1.02,-6.5,51.7,79,6882.31
1.15,4.9,50.7,80,7513.15
1.253,-5,45.6,66,4227.75
1.018,33,96.2,51,3515.73
1.163,30.9,72.1,76,7817.79
1.195,28.7,51.6,56,5610.9
1.178,23.9,29.4,34,1906.9
1.263,-4.7,28.1,61,3747.46
1.26,10.3,75.8,33,1357.88
1.017,25.2,33.7,31,1417.08
1.108,8,74.7,38,1708.93
1.201,25.9,96.5,57,5817.9
1.286,4.3,79.4,50,2687.35
1.241,17.2,56.5,54,4928.62
1.053,7.7,72.3,72,5803.8
1.084,36.1,31.4,32,1372.83
1.229,12.1,51.8,74,8050.4
1.141,4.3,62.7,56,4248.68
1.164,-7.1,46.6,54,2570.23
1.183,-2.7,65.2,64,4954.43
1.031,18.2,33.2,67,6291.21
1.257,25.1,83.1,63,5808.12
1.259,37.7,49.5,62,5470.69
1.14,19.8,37.8,42,2597.92
1.188,24,59.6,42,2901.14
1.198,21,68.2,54,4037.77
1.057,35.1,60.4,49,3080.4
1.034,5.1,25.3,38,1429.36
1.006,20.2,46.6,43,2033.94
1.274,38,37,67,8017.8
1.104,-9.6,83.9,48,1907.92
1.026,3.5,97.2,73,5977.8
1.14,27.9,73.5,53,4502.7
1.023,13.5,94.1,51,2670.66
1.026,-1.6,84.8,54,3405.63
1.147,18.6,24.4,80,9642.52
1.153,15.8,86.6,35,1910.48
1.174,12.7,76.7,32,1136.41
1.197,7.1,40,73,5701.56
1.2,-7.4,45.7,76,7191.56
1.13,20.2,80.9,61,5569.84
1.193,15.9,94.4,36,1785.89
1.091,19.3,36.7,59,5247.99
1.132,-9.9,81.6,69,4668.46
1.118,-5.9,79.1,43,1679.54
1.099,-1.6,82.8,55,3039.85
1.072,12.4,59.8,36,1566.07
1.024,30.4,23,44,2520.34
1.152,2.3,30.7,71,5630.04
1.161,30.4,53.9,37,1756.86
1.101,1.8,77.8,44,2107.38
1.293,27.5,86.4,73,8157.89
1.167,33.7,83.4,45,3048.59
1.267,30.8,75.7,35,2245.22
1.171,26.9,86.1,70,6023.17
1.057,-8.1,65.6,70,5200.31
1.292,6.5,20.1,46,2416.6
1.266,-0.2,70.5,72,5383.13
1.141,13.7,89.1,47,3117.38
1.073,7.7,60.2,64,3932.6
1.067,20.9,69.8,30,1032.83
1.242,18.3,89.8,50,3754.27
1.021,11.5,91.3,71,5378.83
1.191,28.4,78.9,57,4681.96
1.192,-9.3,40.9,42,2250.39
1.055,33.3,27.3,52,4056.14
1.211,-9.9,42.4,61,4849
1.212,12.6,98.3,80,7706.38
1.105,34.1,60.4,57,4304.12
1.145,10.9,84.4,57,3933.32
1.25,27.8,40.6,74,7545.85
1.157,10.1,88.2,59,4623.05
1.185,32.5,45,45,3049.15
1.124,40,97.7,31,1765.15
1.045,34.9,66.1,46,3106.3
1.299,-7.2,90.8,48,2227.81
1.159,-2.6,20.1,80,7293
1.101,17.1,47.2,30,950.26
1.214,38.1,50.8,56,5737.66
1.186,10.3,72.8,61,5229.86
1.07,3.9,63.3,30,1007.89
1.263,38.2,74.2,41,2742.25
1.021,25.4,54.7,67,5709.11
1.182,28.5,40.9,43,3259.78
1.143,-4.5,95.8,35,1122.32
1.095,3.1,36.8,59,3568.51
1.248,15.2,87.3,50,3839.56
1.197,26.8,92,38,2010.01
1.228,7.4,41.9,37,1864.94
1.124,0.2,66.6,57,3765.59
1.283,11.9,79.1,56,4107.76
1.103,11.2,90,45,2094.28
1.159,33.6,86.6,80,10982.96
1.28,36.7,85.4,69,7297.43
1.025,-1.6,25.6,38,1351.3
1.033,4,98.2,78,7155.56
1.298,29.3,61.8,40,2260.6
1.291,2.3,44.7,63,4972.63
1.232,3.2,35.6,57,3924.29
1.145,23.8,96.9,60,4185.58
1.152,15.5,24.7,56,4909.96
1.077,25.2,94.4,44,2422.89
1.13,-6.4,37.2,76,6697.51
1.129,15.2,98.1,47,2500.04
1.011,23.6,23.3,72,7258.4
1.136,13.7,30.6,76,6846.35
1.144,-3.6,20.9,50,2696.49
1.2,-3.3,21,64,4195.44
1.155,19.4,94,69,7697.41
1.259,-2.8,81.3,42,1830.36
1.11,5.2,91.7,45,2572.43
1.123,12.1,22.4,60,5213.97
1.171,19.7,25.2,57,4831.74
1.061,3.3,99.5,67,5438.53
1.118,10.3,59.2,40,2130.37
1.206,8.4,30.8,74,8252.39
1.124,-5.1,55.6,45,2350.56
1.272,30.2,28.4,61,6487.57
1.185,27.1,98.5,50,3325.2
1.046,29.2,77.5,76,9317.08
1.146,-2.6,35.9,49,2784.81
1.229,15.9,64.9,42,2751.49
1.193,6.5,77.9,70,6942.64
1.266,7.4,79.2,31,1487.76
1.225,-6.7,44,35,1662.58
1.018,37.3,26.1,43,2489.43
1.034,37,90.4,60,4410.95
1.195,10.4,94.5,62,4920.49
1.072,32.7,63.4,74,8292.61
1.176,6.5,89.2,64,4432.06
1.238,18,63.3,79,7795.03
1.173,27.2,40.9,37,2276.01
1.125,16.2,72.6,40,2144.71
1.194,-1.8,65.3,55,3900.41
1.043,9,92.5,52,3002.55
1.217,28,95.3,41,2719.95
1.209,29,55.1,35,2266.89
1.154,6.9,33.9,79,9024.91
1.084,17,82.9,43,2239.86
1.239,0.4,38.7,76,5814.46
1.153,2.6,66.7,78,6341.08
1.018,-2.8,73.5,66,5020.2
1.276,11.9,87.9,73,8889.71
1.23,26,36.6,56,4250.38
1.175,34,86.8,67,7394.77
1.131,17.2,60.9,69,6740.22
1.288,22.6,62.5,79,9268.57
1.233,3.3,94.9,74,6884.99
1.16,0.1,50.5,31,1124.21
1.196,9.8,22.4,66,6480.44
1.084,17.9,41.2,39,1823.12
1.059,-8.3,81.3,32,1029.15
1.082,-5.4,88,47,1960.19
1.088,21.5,60.3,77,6810.86
1.222,0,57.4,52,3964.06
1.042,12.7,48.3,32,1324.81
1.233,36.8,86.3,44,3745.12
1.157,33.1,53.2,46,3867.14
1.115,-6.8,39.8,42,2006.61
1.09,-7.1,78,44,1618.96
1.154,-2.7,61.4,63,4107.27
1.095,-4.2,26.3,31,1132.22
1.129,2.7,74.3,44,2143.54
1.222,8.6,52.9,72,5902.52
1.188,-5.9,88.2,77,7129.14
1.224,13,95.5,37,1895.39
1.214,16.5,97.2,80,7288.84
1.245,23.1,99.1,42,2176.69
1.061,10.3,88.5,40,1815.4
1.299,4.8,49.2,64,6687.71
1.143,22.2,40.6,56,5043.09
1.215,35.6,36.2,65,5585.79
1.203,9.8,79.1,46,2619.33
1.17,4.7,71.2,35,1777.92
1.299,25.9,66.1,55,4594.74
1.065,33.9,53,50,3246.75
1.127,38,81.6,59,5757.77
1.038,1,52.5,59,3022.35
1.055,5.1,55.9,58,4135.55
1.214,35.3,46.8,61,6737.1
1.001,3.5,57.5,76,6997.35
1.267,7.3,29.9,71,7205.14
1.19,22,93.4,74,8832.54
1.132,18.4,80.1,60,5190.37
1.099,33.9,65,41,2768.33
1.038,20.6,89.3,53,3244.8
1.276,14.4,31.3,72,6251.03
1.214,-6.3,30.8,74,6803.54
1.101,38.8,81.7,73,8405.46
1.021,11.1,50.4,30,826.5
1.098,18.6,82.4,68,4949.78
1.055,15.1,83.7,33,1459.7
1.236,26.9,93.2,77,10627.84
1.216,22.3,45.4,53,4333.86
1.149,7.1,24.2,38,1985.82
1.266,16,58.7,33,1561.46
1.054,31.3,26.6,41,2250.31
1.136,21.7,61.3,42,2305.13
1.213,37.7,89.6,40,2301.79
1.02,27.7,62.9,53,4236.35
1.112,14.3,34.9,64,5883.35
1.171,30.4,38.1,70,7776.18
1.11,12.1,89.6,71,6411.46
1.144,0.7,87.6,71,6405.49
1.182,21.5,57.1,62,6414.33
1.111,7.7,81,80,8191.5
1.032,-8.8,21.3,75,4440.43
1.042,0.7,89.3,56,3136.04
1.158,-1.6,35.7,74,6824.32
1.052,29.7,39,79,8188.25
1.267,26.3,63.3,69,7585.78
1.25,20.7,57.1,36,1792.57
1.105,36.7,31.4,40,2713.44
1.249,-1.1,76,58,3882
1.16,-1.8,66.2,39,1652.54
1.048,35.5,92.6,70,7909.6
1.184,22.3,97.2,77,8041.24
1.204,17.9,51.3,66,7133.75
1.025,27,50.7,32,1590.8
1.094,4.1,88.3,57,3610.28
1.002,19.7,29.5,65,5827.61
1.095,11.3,22.8,46,2615.72
1.101,5.3,21.4,46,2943.33
1.189,33.8,96.2,62,6054.03
1.06,-2,55.2,64,3806.06
1.009,-9.1,71.3,69,3557.91
1.095,8,30.9,67,6083.44
1.248,-0.1,23.3,39,1588.57
1.12,30.6,90.9,35,1571.91
1.125,-3.7,79.2,66,4499.39
1.141,36.9,80.5,40,2557.14
1.226,-1.6,57.3,69,6652.41
1.144,34.5,70.1,39,2511.91
1.027,-1.6,69.7,78,6489.42
1.062,-7.6,99.1,32,1088.45
1.056,14.4,57.5,40,1848.46
1.152,7.8,51.6,63,5485.88
1.009,19.9,76.8,49,2722.81
1.085,22,74.9,45,2778
1.182,36.7,68,37,2362.13
1.106,37.6,51.3,41,2532.2
1.212,14.7,55.5,44,2182.24
1.117,0.4,39.8,74,6561.66
1.294,2.4,38.8,74,6125.01
1.29,-5,88.9,65,5395.75
1.24,4,37.4,58,4377.11
1.286,35.6,87.7,67,8211.5
1.061,8.2,34.3,49,2672.47
1.225,21.5,63.5,60,6088.2
1.096,39.1,58.1,46,3183.38
1.218,-4.7,81.2,66,4418.29
1.112,28.8,91,31,1292.56
1.087,25,40.3,71,6949.93
1.288,31,56.4,43,3421.03
1.063,-3.1,34.5,75,6928.07
1.228,15.1,47.4,76,8181.33
1.202,21.6,39.8,72,7538.37
1.091,28,97.3,36,1775.39
1.138,25.6,54.9,42,2723.51
1.043,18.5,41.6,34,1200.5
1.276,13.5,28.4,54,4284.79
1.29,37.1,47.9,66,8697.29
1.22,-0.9,92.1,31,1211.15
1.255,0.2,76.8,76,8584.55
1.025,-4.4,31.1,54,3384.58
1.115,-4.4,21,30,1134.86
1.099,33.7,68.4,65,6921.77
1.169,20.3,96.7,69,7444.1
1.055,36.8,42.7,77,9407.71
1.169,34.3,50.3,78,7871.35
1.196,5,85.5,34,1684.61
1.04,22.1,50.1,42,2152.37
1.04,9,63,67,4615.32
1.011,33.8,22.7,37,1668.19
1.228,26.7,74.4,80,8826.6
1.099,-3.8,21.3,48,2458.78
1.068,2.7,49.5,75,6998.25
1.233,22.9,26.7,70,6703.37
1.043,2.3,23.9,65,4059.63
1.128,16.7,20.4,67,6486.19
1.223,2.2,21.7,79,6313.86
1.172,24.1,67.1,35,1831
1.166,-6.2,21.6,33,976.52
1.047,26.1,26,39,1864.78
1.054,6.9,52.9,71,4929.39
1.175,12.7,52.6,56,4299.31
1.007,14.2,41,53,2651.79
1.261,-0.3,73.1,77,8858.12
1.105,37.1,25.4,61,4841.84
1.125,-10,43,64,4519.06
1.078,8.6,75.6,74,7126.1
1.263,-3.6,28.5,32,1080.3
1.193,8,76.9,39,2213.54
1.135,-4.8,21.3,44,1692.97
1.176,8.9,76.2,79,8504.2
1.114,-0.3,82.9,36,1351.94
1.14,17.7,75.7,46,2427.65
1.107,-9.4,80.7,31,1107.77
1.123,15.3,86.2,76,8093.43
1.094,4.1,57.6,41,2182.49
1.023,6.1,49.3,37,1315.35
1.011,7.7,73,32,1154.67
1.052,22.6,66.4,56,4833.98
1.075,27.9,76.7,39,2317.89
1.267,6.5,85.3,31,1374.14
1.183,36.2,22.8,40,2373.26
1.287,27.3,67.6,44,3316.13
1.102,10.2,66.9,35,1343.56
1.121,-5.1,79.9,37,1744.85
1.216,18,92.1,48,3455.65
1.173,20.7,38.3,74,7692.47
1.158,-3.2,91.7,43,2414.32
1.173,32.6,80.3,73,8435.94
1.175,9.1,39.5,43,2528.9
1.23,-2.4,72.8,47,2243.84
1.2,16,73.9,58,4379.7
1.287,11.1,46.2,44,2445.68
1.284,22.1,50.2,56,4630.68
1.127,-1.4,27,65,4419.41
1.011,-9,62.1,75,4187.71
1.003,13.8,98.3,44,1904.92
1.037,-2.1,24.6,51,2530.69
1.022,-2.2,68.8,50,2339.92
1.112,23.9,21.6,44,2512.09
1.016,2.9,23.6,59,3365.76
1.187,32,66.7,69,8790.81
1.057,15.7,76.1,36,1701.04
1.154,20.4,68.9,30,1481.67
1.031,6,60.2,56,4072.92
1.248,1.2,81.6,69,5319.6
1.234,-2.1,33.6,60,3907.82
1.116,25.4,94.2,37,1715.33
1.273,24.5,77.1,34,2128.4
1.056,14.6,82.2,33,1515.55
1.244,29.1,23.7,37,2380.22
1.164,30.1,65.7,51,3284.98
1.099,12.1,60.6,42,2412.11
1.025,22.6,88,30,1339.32
1.051,35.6,83.4,67,5725.31
1.259,-5.9,46,79,6871.85
1.182,-9.4,31.4,80,7226.28
1.071,13.7,41.6,46,2593.98
1.149,6.6,91.8,70,6519.53
1.032,-5.6,50.8,73,5239.15
1.03,-2.5,94.4,44,1583.28
1.272,2.9,51,68,7135.74
1.137,-5,99.1,58,3970.79
1.108,6,43.3,73,7408.49
1.285,-3.4,53.5,76,7523.11
1.12,21.2,45.2,64,6448.57
1.101,24.8,99.2,76,9412.64
1.082,28.8,54.1,75,8389.89
1.17,33.5,84.8,80,10070.47
1.168,-9.8,32.6,72,5406.82
1.005,-1.2,27.8,51,2104.15
1.196,30.7,91.8,64,6449.58
1.236,-8.5,51.8,52,3041.98
1.185,23.3,77.4,66,5424.64
1.261,-1,53.8,42,2592.34
1.083,15.3,85,52,3090.12
1.058,38.1,69,74,9443.56
1.209,22.4,78,44,3379.48
1.057,8.4,81,50,2435.14
1.027,24.5,33.9,32,1121.26
1.029,-9.7,48.4,34,1261.32
1.231,37.5,45.3,44,3595.77
1.009,7.2,69.2,78,7320.8
1.087,39,24.1,73,8734.32
1.039,23.8,32.8,61,4392.64
1.226,4.4,20.2,62,5205.51
1.151,20.8,51.1,31,1073.35
1.062,9,55.1,46,2217.07
1.225,22.1,34.4,43,2657.69
1.225,29.5,33.7,68,7244.5
1.157,13.5,54.2,45,2188.05
1.083,1.1,39.9,73,4887.11
1.176,39.1,25.9,47,3587.41
1.28,10.6,93.8,32,1479.71
1.015,-1.2,89.2,34,939.64
1.08,27,24.2,44,3095.78
1.085,22.8,36.4,73,6136.59
1.19,30.8,76.5,57,4834.4
1.195,-9.9,25.4,71,4664.06
1.062,7.4,93.5,31,1268
1.065,5.7,21.2,59,4603.47
1.278,36.2,63,38,2351.61
1.227,7.5,52.1,44,2527.59
1.28,16.4,58.2,77,7072.93
1.249,-9.8,78,40,1635.76
1.121,30.4,22.2,44,2489.41
1.037,-4.3,69.8,72,4684.28
1.189,34.1,86.9,61,5194.63
1.106,26.8,76.4,70,6446.2
1.128,17.8,49.4,36,1527.99
1.128,27.5,34.8,77,10012.08
1.281,29.6,77.2,33,1683.03
1.021,27.6,49,56,4848.45
1.058,23,84,60,5590.76
1.182,34,22.1,61,6054.61
1.265,11.2,20.9,67,5303.93
1.275,18.3,59.4,51,4473.64
1.168,38.5,29.3,60,6746.55
1.01,8.6,86,75,6163.43
1.109,27.5,26.7,72,6951.26
1.276,9.6,95.8,40,2044.86
1.15,13.5,42.6,44,2825.34
1.218,6.8,90,58,4876.31
1.081,-2.3,42,41,1724.92
1.008,38.6,52.7,65,6093.96
1.174,12.4,36.8,37,1826.83
1.25,4,23.9,50,2898.26
1.297,22.3,67.7,77,9266.43
1.254,-4.5,84.4,73,6123.09
1.166,17.2,78.4,32,1130.61
1.183,18.7,97.6,68,6347.31
1.247,-0.2,92.6,48,3092.28
1.006,38,31.1,30,1331.71
1.285,19.7,70.1,52,3674.17
1.159,1.1,58,48,2537.88
1.286,31.7,34.9,56,4995.76
1.229,5.4,80.2,73,5800.87
1.046,26.5,58.7,45,3197.18
1.05,21.4,75.9,33,1559.98
1.106,-2,24.9,41,1852.96
1.079,-5.3,29.1,58,3541.11
1.132,20.4,55.4,43,2597.35
1.181,23.4,21.5,33,1398.88
1.131,-3.4,35.2,35,1087.64
1.017,-1.4,87,51,2737.69
1.293,-7.5,57.7,64,4675.67
1.128,-3.3,77.2,60,4260.24
1.255,19.4,33.1,67,7080.42
1.022,0,50.6,62,3228.66
1.243,4.4,85.5,48,2789.89
1.052,17.8,23.4,71,6481.12
1.204,10.7,45.3,61,5432.24
1.199,32.3,60.9,52,5122.29
1.273,18.6,69.8,65,7359.63
1.096,-3.4,31.8,58,3523.36
1.033,9.2,94.1,35,1498.5
1.259,2.9,79,59,4736.11
1.099,2.9,25.1,68,4353.56
1.07,2.8,55.6,69,6021.91
1.146,10.9,91.2,55,3081.28
1.044,-3.4,92,35,1148.56
1.089,2.6,90.4,35,1336.05
1.116,25.1,29.5,66,5224.49
1.083,31.4,60.1,50,4045.55
1.135,-9.3,56.3,48,2358.76
1.115,-5.8,53.7,39,1882.33
1.232,32.8,50.4,57,5229.01
1.276,0.7,88.7,64,5832.4
1.03,5.6,83.3,53,3123.71
1.247,6.9,35,41,2410.27
1.28,33.3,82.6,55,6058.17
1.206,-1.9,74.3,41,1612.04
1.299,30.6,23.8,33,1816.91
1.101,13.4,28.4,61,4642.04
1.249,29.2,95.9,56,5536.58
1.202,24.4,62.4,76,6944.2
1.097,26.6,99.8,69,6180.82
1.211,-4.3,97.2,63,5061.17
1.153,5.4,81.5,42,2051.22
1.057,1.4,45.8,38,1520.19
1.052,-3.7,35.5,66,3699.77
1.214,22,20.9,34,1418.11
1.214,24.8,32.5,51,3582.61
1.159,-2.9,90.3,46,1955.09
1.15,28.4,77.1,58,5423.65
1.054,4.3,87.8,42,2288.76
1.129,8.8,87.2,43,2339.29
1.261,39.7,98,73,8682.38
1.256,-0.4,76,72,5441.63
1.198,-4.1,64.9,30,1146.91
1.299,3.4,67.3,33,1431.99
1.268,36.6,74.5,55,4246.71
1.044,-4,56.6,68,4344.76
1.12,20.8,74.6,50,2875.36
1.04,29.7,67.5,78,9671.21
1.14,36.1,32.8,35,2165.51
1.233,13.9,29,40,2207.82
1.047,12.9,37.5,74,5614.51
1.264,31.4,82.1,50,4673.13
1.171,-0.2,40.6,53,3400.76
1.225,13.1,88.7,77,8984.68
1.014,21.9,43,45,2952.61
1.028,25,69.5,43,2141.13
1.186,-4.4,89.3,38,1624.73
1.251,33.4,87.8,50,4556.42
1.262,30.9,86.8,72,8995.67
1.207,5.9,85.7,49,2524.88
1.06,13.8,75,55,3510.32
1.059,9.2,77.6,53,3069.67
1.264,39.1,96.4,62,8008.02
1.034,19.2,82.5,33,1319.9
1.206,3.5,31.4,76,6803.26
1.16,27.3,38.7,64,7162.1
1.126,31.1,46.9,41,2141.15
1.132,26.3,27.1,66,6567.49
1.284,-5.8,90.6,66,4959.69
1.258,4.4,53.5,75,8078.6
1.259,8.1,54.3,42,2630.45
1.122,0.8,52.6,49,2768.31
1.032,14.1,57.9,79,8503.41
1.299,6,35.8,47,3499.62
1.044,-8.2,78.4,75,5709.69
1.155,22.6,90.4,70,7060.73
1.079,11.8,77.7,32,1158.3
1.153,-8.6,41.9,50,2579.53
1.091,36.6,22.3,50,3708.77
1.269,22.6,31.2,39,2666.92
1.291,-6.3,74,77,8438.15
1.123,34.5,80.9,49,3340.34
1.021,11,59.2,51,3060.55
1.199,2,22.1,71,7089.68
1.113,-7.7,58.8,39,1746.9
1.296,27.2,91,40,2309.69
1.027,38.5,29.8,62,5975.87
1.036,-0.7,92.7,78,5030.94
1.21,10.8,96,58,4182.61
1.228,1.9,73.1,70,5857.92
1.141,18.6,25,45,2296.56
1.083,33.6,46.8,35,1872.36
1.093,-3.5,89,70,4379.55
1.101,4.9,77.6,56,3610.91
1.068,-1.8,59.3,55,2549.83
1.255,1.4,32.9,65,5097.9
1.02,-3.5,58.7,61,4253.13
1.122,21.7,27.4,51,3028.13
1.224,-7.8,69.2,60,3730.44
1.001,26.4,82.3,73,7416.81
1.263,-2.9,70.2,41,2438.73
1.212,3.3,21.1,41,2115.84
1.022,7.3,73.6,46,1885.15
1.268,9.1,58.9,64,5464.12
1.146,-1.4,54.3,54,2764.49
1.196,14.4,42.6,63,6418.65
1.265,34.7,29.3,71,9068.08
1.264,12.9,64.8,41,2582.75
1.123,-8.6,86.7,63,3967.28
1.071,8.2,98.9,68,5667.38
1.077,10.2,70.7,68,5889.55
1.23,4.2,44.9,46,2277.97
1.279,4.8,53.1,64,5102.61
1.022,-0.1,77.9,40,1809.37
1.005,37.8,58.1,53,4614.09
1.247,16.5,61.8,54,4767.02
1.116,16.8,31.2,61,4809.35
1.083,11.3,63,44,2487.18
1.057,20.8,97.7,73,7674.93
1.104,11.2,46.9,44,2477.33
1.291,24.4,33.4,59,4903.37
1.293,-5.6,58,53,3256.79
1.099,-8.5,61.5,75,5772.75
1.289,18.1,99.8,50,4105.12
1.09,26.7,37.1,80,9775.32
1.256,23.5,63.4,68,5814.46
1.064,9.9,49.9,40,1919.53
1.248,-9.8,79.7,45,2635.79
1.106,-4,89.7,37,1426.38
1.059,9.6,80.9,35,1467.7
1.28,23.2,35.2,57,5666.81
1.064,5.6,72.1,58,3309.78
1.298,16.6,38.6,52,3616.47
1.033,-1.2,98.7,61,4540.74
1.003,-1.5,64.8,63,3744.75
1.261,27.1,54.4,52,3855.94
1.176,11.9,71.7,63,4418.39
1.126,37.5,68,77,9340.32
1.025,0.6,93.4,47,2045.52
1.172,12.4,61,64,5273.31
1.118,-0.6,80.5,71,6612.48
1.145,2.8,98.8,37,1706.43
1.189,22,70.5,46,3556.85
1.192,35.5,31,77,9439.15
1.288,-3.6,99.7,66,6259.22
1.197,-3.5,71.5,47,2881.38
1.102,37.6,99.1,76,8191.5
1.099,26.8,61.8,34,1729
1.143,5.6,24,73,7133.68
1.078,10.3,94.2,49,3179.71
1.113,29.4,90.9,31,1357.02
1.253,24.9,59,60,6197.87
1.258,20.5,47.7,34,1829.43
1.188,33.2,31.8,61,7002.23
1.175,5.6,94.3,45,2095
1.128,0.6,61.8,61,4326.73
1.191,10.5,82.6,55,3923.93
1.242,-9.6,69.4,64,3835.09
1.221,15.4,29.4,66,5981.52
1.011,8.3,23.8,70,6003.33
1.219,-3.4,50.3,36,1324.23
1.216,33.8,20.6,38,1963.95
1.03,-0.3,36.9,58,3960.62
1.045,25.3,93.4,38,2084.8
1.236,25.3,66.4,73,8827.34
1.168,-7.9,75.5,46,2669.23
1.246,11.4,82.4,36,1833.77
1.055,13.8,95.7,68,5513.2
1.009,30.9,32.3,57,5029.35
1.049,21.2,66.1,73,6227.24
1.136,-6.8,51.1,63,4705.08
1.157,12.4,50.6,73,6926.53
1.257,5,74.5,71,6121.19
1.215,-1.5,36.2,61,3731.08
1.297,3.8,70.7,38,2243.4
1.024,32,49.1,80,7375.86
1.039,21,29.5,34,1503.24
1.025,11.8,87.8,72,6985.93
1.162,26,31.4,38,2407.97
1.08,38.4,60.5,57,5540.45
1.205,36.4,42.2,67,7860.83
1.04,-5.2,96.3,70,5405.25
1.031,6.6,69.1,43,1692.03
1.138,5.7,71,64,5403.44
1.113,17.7,63.4,35,1660.66
1.249,-5.5,91.7,72,6628.07
1.251,36.1,44.2,47,4202.72
1.035,29.1,65.5,76,7567
1.244,-3.9,38,59,4136.41
1.169,2.7,35.7,46,2374.75
1.151,-2.8,58.5,30,957.67
1.028,13.9,41.9,75,6384.95
1.222,34.5,79.9,55,5153.02
1.018,22.2,23.4,76,7213.86
1.083,20.3,29.3,55,4497.74
1.029,-6.3,69.6,40,1574.34
1.159,35.3,26,56,4394.02
1.194,4,45.5,43,2119.53
1.267,35,70.1,30,1299.64
1.22,12.7,37.3,61,4405.38
1.288,16.4,82.3,41,2465.7
1.228,20.2,96.8,68,7888.7
1.089,4.4,94.9,76,6799.01
1.164,31.8,27,70,6072.43
1.137,37.9,77.6,66,5792.24
1.17,4.2,80.6,64,5978.39
1.172,-10,34.1,59,4227.53
1.211,16.3,27.5,42,2174.7
1.025,19.6,28.3,61,3749.1
1.224,-6.8,59.8,44,1866.61
1.043,23.6,89.9,67,6778.02
1.008,4.6,46.6,58,3051.58
1.156,37.9,33.3,63,7470.62
1.174,29.1,68.2,59,5818.59
1.01,-6.4,50.1,73,4096.61
1.155,37.7,98.6,32,1352.04
1.16,1.4,62.3,55,4096.86
1.016,29.9,21.2,59,5245.45
1.213,22.2,81,54,4623.09
1.063,16.8,94.9,33,1469.64
1.238,36.6,80,56,5412.26
1.093,20.3,42.3,35,1874.66
1.143,32.9,89.2,47,3507.77
1.268,31.4,66.9,57,5573.63
1.242,23.6,61.2,40,2635.4
1.235,14.5,35.1,45,2985.33
1.048,-5.1,54.2,80,6985.06
1.014,-2.3,75.5,65,3796.71
1.182,16.6,86.2,60,4677.75
1.123,6.6,90.7,52,3215.14
1.273,0.4,64.1,45,2499.7
1.105,38.4,89.9,72,9032.14
1.123,32.9,96.8,78,9474.01
1.158,11.5,76.4,58,4817.61
1.239,33.6,89.4,67,6794.43
1.08,-7,96,39,1722.82
1.283,-5,48.3,35,1760.36
1.162,37.4,85.5,80,9113.04
1.252,24.4,69.1,68,6085.42
1.158,28.2,81.8,51,4380.47
1.232,31.6,29,32,1750.47
1.015,-7.3,92.7,76,5084.94
1.24,25.9,77.6,63,7364.63
1.157,7.8,40.1,45,2589.49
1.135,30.9,74.3,52,3706.04
1.033,9.4,72.7,77,7716.96
1.222,28.4,64.2,69,7573.92
1.039,35.1,34.2,50,2892.14
1.058,7,61.7,62,3917.47
1.038,13.5,70.9,70,5605.67
1.002,16.9,64.1,61,4128.78
1.199,24.4,46.7,66,5769.69
1.081,32.2,76.2,78,8114.86
1.045,0.5,71.1,43,2097.14
1.096,37.3,38.6,60,6396.12
1.15,29.3,50.3,63,6786.38
1.151,-3,57.7,49,2592.79
1.11,6.8,88.1,68,5806.14
